text,label
Could we look at the historical price-to-sales ratio for a software company like Adobe (ADBE)?,1
What's the outlook for the banking sector  particularly for a bank like Bank of America (BAC)?,1
I am looking into the research and development expenditures of Intel Corporation (INTC).,1
The current forward guidance provided by management at a company like Netflix (NFLX).,1
Help me understand the market share dynamics between AMD and its competitor INTC.,1
Show me the daily trading volume for the most popular cryptocurrency  Bitcoin (BTC-USD).,1
Are there any major upcoming patent expirations for a pharmaceutical company like Merck (MRK)?,1
My specific query is about the assets held by the Financial Select Sector SPDR Fund (XLF).,1
What kind of dividend does a blue-chip company like Procter & Gamble (PG) offer?,1
Could I get the earnings per share (EPS) history for Walmart (WMT) over the past two years?,1
"Tell us about the latest trends affecting the transportation ETF, IYT.",1
The consensus analyst rating for a stock like Home Depot (HD) is currently what?,1
A rundown of any recent stock splits or reverse splits for a name like TSM.,1
I need to find the latest investor day presentation for a company like Nike (NKE).,1
Let us explore the main revenue sources for a media conglomerate like Disney (DIS).,1
What is the latest reading of the CBOE Volatility Index  ticker ^VIX?,1
Show me a comparison of the expense ratios for Vanguard's VOO and iShares' IVV.,1
Could you provide a breakdown of Coca-Cola's (KO) sales in North America vs. international?,1
What is the current book value per share for a large financial institution like Citigroup (C)?,1
An update on the progress of a key clinical trial for a biotech firm like Moderna (MRNA).,1
I'd like to screen for consumer staples stocks such as Kraft Heinz (KHC) with low volatility.,1
The impact of a rising US Dollar (^DXY) on the earnings of multinational corporations like PG.,1
Help me track the price of natural gas futures  which has the ticker NG=F.,1
Can you find any recent news regarding union negotiations at a company like UPS?,1
Let me get a list of the top 10 holdings of the iShares MSCI Emerging Markets ETF (EEM).,1
What is the beta of a high-growth stock like Shopify (SHOP) relative to the market?,1
My research involves the historical performance of the Dogs of the Dow investment strategy.,1
Are there any activist investors targeting the board of a company like Salesforce (CRM)?,1
Please describe the main products and services offered by 3M Company (MMM).,1
Could you get the latest production numbers from an oil major like Chevron (CVX)?,1
What is the total market value of all outstanding shares of a company like GE?,1
The current sentiment reading from the AAII investor survey is what?,1
Help me understand the financial leverage of a company like AT&T (T).,1
"Show me the year-to-date performance of the health care sector ETF,  XLV.",1
What are the main risks outlined by management in a 10-K filing for META?,1
Let's see the historical dividend per share paid by Exxon Mobil (XOM) over 10 years.,1
My interest is in the price of silver  tracked by the iShares Silver Trust (SLV).,1
A quick check on the financial ratios for a payment company like Mastercard (MA).,1
Can you find the total amount of debt on the books for General Motors (GM)?,1
Let me look at the price of palladium futures  which can be tracked with PALL.,1
I'm interested in the latest developments concerning autonomous driving at companies like TSLA.,1
The cash and cash equivalents on the balance sheet for a tech company like GOOG.,1
Please look up the current assets of a major aerospace company like Lockheed Martin (LMT).,1
What is the market share breakdown in the ride-sharing industry between Uber (UBER) and Lyft (LYFT)?,1
A summary of the latest earnings report from a major retailer like Target (TGT).,1
Could we find the revenue concentration for a cloud company like Snowflake (SNOW)?,1
Tell me about the stock performance of major hotel chains like Marriott (MAR).,1
Let's look at a chart that plots the performance of an ETF like DIA against its benchmark.,1
Who are the key suppliers for an electric vehicle manufacturer such as Lucid (LCID)?,1
How much of its revenue does a company like QUALCOMM (QCOM) invest back into R&D?,1
My particular question is about the profitability of the different segments of Amazon (AMZN).,1
I want to analyze the trend of stock buybacks within the S&P 500 (^GSPC) index.,1
Could you describe the main competitive threats to a company like Netflix (NFLX)?,1
An explanation of the goodwill and intangible assets on the balance sheet of Cisco (CSCO).,1
Tell us about the total number of subscribers for a service like Spotify (SPOT).,1
My search is for companies in the clean energy space like Enphase Energy (ENPH).,1
Let me see the price movement of Japanese yen futures  ticker JPY=X.,1
Are there any regulatory hurdles facing a financial firm like Robinhood (HOOD)?,1
What kind of return has the Vanguard Real Estate ETF (VNQ) provided its investors?,1
A quick report on the sales figures for a major fast-food chain like McDonald's (MCD).,1
Please provide the latest data on new subscriptions for a streaming company like ROKU.,1
Let's check the current valuation metrics for the entire utility sector  using XLU.,1
Could you find me a list of companies that are pure plays on space exploration (e.g. SPCE)?,1
What is the historical performance of value-oriented ETFs like VTV?,1
The number of active users on a platform like Pinterest (PINS) is what I need.,1
Help me explore the various sources of income for a company like American Express (AXP).,1
Are there any new products being launched by a company like,
Johnson & Johnson (JNJ) soon?,1
My final inquiry concerns the latest job openings data and its impact on stocks like ADP.,1
Tell me about the corporate social responsibility initiatives at a firm like Microsoft (MSFT).,1
Please tell me about the investment philosophy of the Magellan Fund (FMAGX).,1
Could you list all the pharmaceutical companies with drugs approved for a specific condition?,1
Let me know the current status of a major acquisition  like MSFT's bid for ATVI.,1
An in-depth look at the business model of a defense contractor like Raytheon (RTX).,1
What is the average daily trading volume for a volatile stock like GameStop (GME)?,1
"I am curious about the performance of precious metal miners  using the GDX ETF as an example.,1",1
Help me locate the most recent shareholder letter from a company like Amazon (AMZN).,1
The historical P/E ratio for the technology ETF (XLK) versus the industrials ETF (XLI).,1
What are the primary reasons for the recent stock price movement in Pfizer (PFE)?,1
Show me a chart that tracks the global price of wheat futures (ZW=F).,1
Could we see the amount of capital returned to shareholders by Apple (AAPL) last year?,1
Help me find the credit rating for the corporate bonds issued by Ford (F).,1
I would like a summary of the risks involved with investing in a country ETF like EWZ (Brazil).,1
My goal is to understand the revenue drivers for a video game company like Electronic Arts (EA).,1
What percentage of Berkshire Hathaway's (BRK-B) portfolio is in technology stocks?,1
Let's review the trend in profit margins for major airline companies like United Airlines (UAL).,1
A chart showing the price of crude oil futures (CL=F) over the last 5 years.,1
How much of its revenue does a company like Eli Lilly (LLY) get from its top-selling drug?,1
I'd like to screen for stocks in the S&P 500 (^GSPC) that have a dividend yield over 4%.,1
Unpack the latest earnings guidance from a semiconductor equipment maker like Lam Research (LRCX).,1
A quick check on the performance of the ARK Genomic Revolution ETF (ARKG).,1
Please tell me the total amount of assets held by the SPDR Gold Trust (GLD).,1
My search is for any recent analyst upgrades or downgrades on Bank of America (BAC).,1
I want to learn about the market share of PepsiCo (PEP) in the beverage industry.,1
How much has the stock of Nvidia (NVDA) appreciated since its last earnings report?,1
Tell me about the leadership team at the investment firm KKR & Co. Inc. (KKR).,1
What are the different components that make up the Consumer Price Index (CPI) reading?,1
Can we see the historical price of copper  maybe using an ETF like CPER?,1
My final question is about the current level of retail investor participation in a stock like AMC.,1
Could we check the recent performance of a stock like General Mills (GIS)?,1
Show me a summary of the investment strategy of a major hedge fund manager.,1
Let us look up the current P/E ratio for a stock like General Dynamics (GD).,1
The debt maturity schedule for a major corporation such as AT&T (T).,1
An overview of the products sold by a company like Kimberly-Clark (KMB).,1
Please list the top 5 countries represented in an international ETF like VXUS.,1
Who is the largest customer for a company like Boeing (BA)?,1
"Tell me what a ""basis point"" is and give me an example with Fed funds rate.",1
I need a breakdown of revenue sources for a hospitality company like Hilton (HLT).,1
What is the significance of the 200-day moving average for an index like the SPY?,1
Are there any secular headwinds facing an industry like traditional cable (e.g. CHTR)?,1
Let me know the total return of the Vanguard Balanced Index Fund (VBIAX) over the past decade.,1
The competitive positioning of Lowe's (LOW) in the home improvement market.,1
I'm interested in the latest results from a shipping company like FedEx (FDX).,1
How are increasing interest rates likely to affect the real estate market (IYR)?,1
An explanation of the term 'free float' in the context of a company's shares (e.g. GOOGL).,1
What is the latest news regarding electric vehicle production at a legacy automaker like GM?,1
I need to understand the main differences between WTI crude (^CL=F) and Brent crude (^BZ=F).,1
A breakdown of the holdings in the iShares U.S. Treasury Bond ETF (GOVT).,1
Help me find the current short interest ratio for a stock like Tesla (TSLA).,1
Show me a chart of the Japanese Yen to US Dollar exchange rate (JPY=X).,1
Could you look up the employee count for a large corporation like Walmart (WMT)?,1
My request is about the operating cash flow of Exxon Mobil (XOM) in the last quarter.,1
An update on the construction of a new factory by a company like Intel (INTC).,1
Let's see the historical price chart for corn futures  which has the ticker ZC=F.,1
Who are the key players in the global lithium mining industry (e.g. ALB)?,1
Help me explore the financial statements of a restaurant chain like Chipotle (CMG).,1
Tell me about the recent share price performance of a cruise line company like Carnival (CCL).,1
I am curious about the dividend history of a utility company like Dominion Energy (D).,1
Show me the historical relationship between the US Dollar index (^DXY) and gold (GLD).,1
Are there any spin-offs planned for a conglomerate like General Electric (GE)?,1
What is the primary business of a company like CSX Corporation (CSX)?,1
Could I get the return on assets for a major bank like Wells Fargo (WFC)?,1
Let me get a list of all stocks in the Dow Jones Transportation Average (^DJT).,1
I need a summary of the recent quarterly report from a company like Costco (COST).,1
Please tell me about the leadership change at a company like Starbucks (SBUX).,1
What percentage of its sales does a company like Apple (AAPL) derive from services?,1
Show me the current yield of a German 10-year government bond (^GDAXI).,1
Let us check the amount of goodwill on the balance sheet for a firm like Salesforce (CRM).,1
The most recent production and delivery numbers for an EV company like Rivian (RIVN).,1
I am looking into the market for agricultural equipment and a company like Deere & Co. (DE).,1
Could you screen for energy companies like ConocoPhillips (COP) with strong cash flow?,1
What is the asset allocation of a typical target-date retirement fund (e.g. VFFVX)?,1
Help me track the price of lean hogs futures using the ticker HE=F.,1
Let's review the recent performance of a homebuilder ETF like ITB.,1
Who are the main competitors for a social media platform like Pinterest (PINS)?,1
Could you find the current price-to-book ratio for an insurance company like Aflac (AFL)?,1
My search is for recent news about cybersecurity firm Palo Alto Networks (PANW).,1
Tell me the total revenue for the gaming division of a company like Microsoft (MSFT).,1
What is the latest on the development of new drugs at Biogen (BIIB)?,1
I want to compare the dividend yields of Verizon (VZ) and its competitor AT&T (T).,1
Please help me analyze the capital structure of a company like Delta Air Lines (DAL).,1
The recent stock performance of major defense contractors like Northrop Grumman (NOC).,1
What is the historical performance of the Vanguard High-Yield Dividend ETF (VYM)?,1
I need a breakdown of the geographic sales for a company like McDonald's (MCD).,1
Could we find out the current number of subscribers for a service like Netflix (NFLX)?,1
How much of a factor is the price of jet fuel for the profitability of Southwest Airlines (LUV)?,1
Let me get the historical earnings per share for The Coca-Cola Company (KO) for the past 5 years.,1
Tell me about the risk-free rate  often proxied by the 13-week Treasury bill (^IRX).,1
I'd like to look at the chart for the Euro to USD exchange rate ticker EURUSD=X.,1
An update on the market share trends in the GPU market between Nvidia (NVDA) and AMD.,1
The most recent retail sales data and its potential effect on a company like Amazon (AMZN).,1
Help me research the main components of the iShares MSCI EAFE ETF (EFA).,1
My interest is in the growth of cloud infrastructure and a company like Digital Realty (DLR).,1
Show me a comparison of the stock charts for Target (TGT) and its primary competitor Walmart (WMT).,1
Could you describe the main products in the pipeline for a company like Gilead Sciences (GILD)?,1
What are the current forward estimates for a company like a major auto maker (F)?,1
The historical stock performance of major movie theater chains like AMC Entertainment (AMC).,1
Let me look at the performance of the SPDR S&P Biotech ETF (XBI).,1
How are new regulations affecting the operations of a financial services firm like PayPal (PYPL)?,1
Could I get a list of the top holdings in the iShares Russell 1000 Growth ETF (IWF)?,1
What's the best way to get a grass stain out of a pair of jeans?,0
A short history of the ancient city of Pompeii and its destruction.,0
My new project is learning how to brew beer at home; any starter tips?,0
Can you recommend a captivating documentary about a subject I know nothing about?,0
Tell me some interesting traditions from a holiday like Diwali.,0
Please guide me through the basic steps of creating a simple webpage using HTML.,0
"The philosophical argument known as ""Pascal's Wager",0
My current favorite movie is 'Arrival'; can you suggest similar thought-provoking sci-fi?,0
Help me compose a short thank you note to someone who gave me a gift.,0
A brief guide to identifying different types of clouds and the weather they indicate.,0
Could you tell me a funny story about a famous historical figure?,0
Is there an easy way to learn the capitals of every country in the world?,0
What are some common mistakes to avoid when you are learning to ski?,0
Let me know some creative ways to use leftover cooked chicken.,0
The cultural significance of Japanese tea ceremonies.,0
Please explain the concept of neuroplasticity in the human brain.,0
Can you recommend a podcast that tells incredible stories of survival?,0
Who were the main artists of the Impressionist movement?,0
I want to write a letter to a friend I haven't seen in a long time.,0
Help me come up with a good name for my new plant.,0
Tell me a little about the life of the composer Ludwig van Beethoven.,0
The basic rules for the game of chess and how each piece moves.,0
A summary of the main plot points from the novel 'Dune' by Frank Herbert.,0
My laptop's fan is making a lot of noise; what could be the problem?,0
Give me a list of flowers that are known to be safe for cats and dogs.,0
Let me hear some fun ideas for a themed dinner party.,0
The science behind what makes fireflies light up.,0
Please help me plan a weekend trip to a nearby city.,0
Could you find me a recipe for a classic  simple margarita?,0
Who are some famous writers who were known for their unusual writing habits?,0
Let's learn a few simple magic tricks that I can do with everyday objects.,0
The story behind the myth of Pandora's Box.,0
What are some techniques for managing and reducing daily stress?,0
A short guide to understanding the different classifications of stars.,0
Help me pick a good book from the New York Times Best Seller list.,0
I want to learn how to do basic photo editing; what's a good free software?,0
Tell me a fact about an animal that seems almost too strange to be true.,0
The basics of how a four-stroke internal combustion engine works.,0
What is the proper etiquette for being a good houseguest?,0
Let's try to write a very short  six-word story.,0
The history of the famous Tower of London.,0
A guide to some easy and impressive garnishes for cocktails.,0
Please suggest a fun and collaborative game for a team-building exercise.,0
I'm curious about the art of telling a good story; what are the key elements?,0
Let me hear some fascinating trivia about the human body.,0
Who invented the polio vaccine and what was its impact?,0
My daughter needs to make a diorama of a rainforest; I need some ideas.,0
Can you explain the difference between weather and climate?,0
A summary of the life and work of the scientist Marie Curie.,0
I want to organize my spice cabinet; what's the most efficient way?,0
Let me hear a funny anecdote about a pet.,0
Give me a random act of kindness I can do for someone else today.,0
"The process of making wine  from grape to bottle.,0",0
I would like a recommendation for a compelling historical podcast.,0
Who was the first person to circumnavigate the globe?,0
Help me create a simple workout plan that I can do at home.,0
Tell me a spooky ghost story.,0
"Could you guide me in writing a simple ""hello world"" program in Python?",0
A list of all the national parks in Canada.,0
What is the best method for getting crayon marks off a painted wall?,0
Let me see some breathtaking photos of the Northern Lights.,0
The origin and traditions of the Mexican holiday,0
How do you bake a delicious apple pie from scratch?,0
The rules for the classic Italian card game Scopa.,0
Please recommend a documentary film about a famous musician.,0
Who are the key characters in the Hindu epic,0
Help me choose a color scheme for my personal website.,0
Tell me about a famous unsolved code or cipher.,0
A guide to the basic types of sushi and how they are made.,0
I am looking for a new author to read in the fantasy genre.,0
Let me know some interesting things about the octopus and its intelligence.,0
Could you help me troubleshoot my slow internet connection?,0
The plot of the Shakespearean comedy 'Twelfth Night',0
What are some strategies for building better habits?,0
Let us explore the architecture and history of the Colosseum in Rome.,0
Who was the famous aviator Charles Lindbergh?,0
I want to make my own salad dressing; can you give me a simple recipe?,0
What is the theory of plate tectonics and how does it explain earthquakes?,0
Help me learn a few basic greetings in Arabic.,0
Could you find me a local organization that needs volunteers for a weekend?,0
Tell me about a significant turning point in the Cold War.,0
The art and history of Japanese woodblock printing.,0
I'd like a list of books that are being adapted into movies this year.,0
What are some tips for someone who wants to start a meditation practice?,0
Let me know some fascinating facts about the planet Mars.,0
Please recommend a good pair of noise-canceling headphones for travel.,0
How can you tell if an avocado is perfectly ripe?,0
The story behind the creation of the classic video game 'Tetris'.,0
A quick rundown of the plot of Jane Austen's 'Pride and Prejudice'.,0
What's the best way to organize my digital photo collection?,0
Could you help me choose a fun theme for my upcoming party?,0
Let us learn about the life and discoveries of Galileo Galilei.,0
Who are some famous artists from the Surrealist movement?,0
My goal is to learn how to cook a few classic French dishes.,0
Help me compose a thank-you message to a team that I worked with.,0
Tell me the myth of King Midas and his golden touch.,0
A guide to the different types of yoga and their benefits.,0
What are some creative and thoughtful anniversary gift ideas?,0
I want to listen to some relaxing ambient music for focus.,0
The basic principles of first aid for a minor burn.,0
Please suggest a good movie that is based on a true story.,0
How can I improve my posture if I sit at a desk all day?,0
I am thinking about adopting a cat; what do I need to know?,0
Could you find me a recipe for authentic Italian pesto sauce?,0
The history of the world's most famous diamond,0
Let me see some amazing examples of animal camouflage.,0
Tell me an interesting story behind a famous work of art.,0
Who was the first woman to travel to space?,0
A summary of the main arguments in Machiavelli's 'The Prince'.,0
What are some easy ways to reduce my household's carbon footprint?,0
I'm looking for a new podcast about science and technology.,0
How do you properly care for a new tattoo?,0
The legend of the fountain of youth and the explorers who searched for it.,0
Give me a recipe for a healthy and easy-to-make smoothie.,0
Let's have a conversation about the themes in a popular TV show.,0
Help me come up with a catchy slogan for a personal project.,0
Who were the samurai of feudal Japan and what was their code of honor?,0
The basic setup and rules for a game of table tennis.,0
Tell me something about the ancient Library of Alexandria.,0
I want to try something new; can you suggest a new hobby for me?,0
What are some of the most impressive feats of engineering in the modern world?,0
Please help me write a simple will and testament.,0
Could you tell me a little-known fact about a US President?,0
Let me know the proper way to address a formal invitation.,0
What's the best technique for memorizing a list of items?,0
The history of the development of the English alphabet.,0
How do you build a sandcastle that won't fall down?,0
I'm hosting a dinner party; can you suggest a good playlist?,0
Tell me a funny and short story to lighten the mood.,0
Who is the current monarch of the United Kingdom?,0
A list of famous people who were also avid inventors.,0
What is the story behind the famous painting 'American Gothic'?,0
Help me pick a good movie from the Criterion Collection.,0
I want to learn how to draw; where should I start?,0
A short guide to the different types of clouds and their names.,0
Could you help me plan a surprise weekend getaway for my partner?,0
Tell me a story from the folklore of the Native American tribes.,0
How can I become a more effective and persuasive speaker?,0
What are some fun things to do on a day with no plans?,0
Let me hear some fun facts about the Eiffel Tower.,0
A guide to the basic types of wine and how to pair them with food.,0
Please suggest a book that is guaranteed to make me laugh out loud.,0
How do you fix a leaky faucet? A simple guide.,0
My new dog keeps barking; what can I do?,0
Could you create a simple strength-training routine for me?,0
The tale of the ancient Greek hero,0
Help me write a professional bio for my LinkedIn profile.,0
Tell me something amazing about the human brain's capabilities.,0
What are the different stages in a plant's life cycle?,0
I'd like a recommendation for a compelling biography to read.,0
Let's see some of the most beautiful and remote places on Earth.,0
"What's the best way to organize my emails to achieve ""inbox zero""?",0
A summary of the main ideas from the book 'Thinking,0
Could you find me a local workshop where I can learn a new skill?,0
Who are some famous architects and what are their most famous buildings?,0
I want to make a list of personal development goals for this year.,0
The history behind the tradition of carving pumpkins for Halloween.,0
Please help me choose a good charity to donate to.,0
How can I make my home feel more cozy and inviting?,0
The life and art of the Japanese artist Hokusai.,0
Tell me a myth about the creation of the world from any culture.,0
My final task today is to plan a healthy meal for dinner tonight.,0
Give me a random word and challenge me to use it in a sentence.,0
I am looking for a new podcast series that tells a single,0
The story behind the famous scientific 'thought experiment' of Schrödinger's Cat.,0
Could you find a simple guide to bird watching for a complete beginner?,0
What is the difference between a Lager and a Pilsner?,0
Help me with a plan to de-clutter my entire house in one weekend.,0
I want to know about the most venomous snakes in the world.,0
Tell me a little about the history and rules of the sport of curling.,0
A summary of the key themes in the play 'Death of a Salesman'.,0
Let's see some creative ideas for decorating a small apartment balcony.,0
How does a magnetic resonance imaging (MRI) machine work?,0
My current challenge is to learn a new song on the guitar this week.,0
Please give me a recipe for a really good,0
What is the history of the famous 'Route 66' in America?,0
Help me with a difficult decision by listing the pros and cons.,0
Tell me about a famous unsolved disappearance case.,0
Could you explain what quantum entanglement is in very simple terms?,0
Let us explore the origins and traditions of Valentine's Day.,0
Who were the key figures in the American suffragette movement?,0
A list of essential supplies to have in case of a natural disaster.,0
I need to make a playlist of sad songs for a moody day.,0
What is the proper way to introduce two pets to each other?,0
Tell me the story of the ancient wonder,0
My computer's storage is almost full; what can I do to free up space?,0
A brief guide to the philosophy of Stoicism and its main tenets.,0
Let's brainstorm a title for a book I want to write.,0
What's the easiest way to peel a tomato?,0
The life of the pioneering aviator,0
Could you find me a local community choir that I can join?,0
"How do you say ""I love you"" in different languages?",0
I am interested in learning about the different types of clouds.,0
What's a simple,0
Tell me about a time in history when a small event had huge consequences.,0
Please help me write a simple and effective cover letter for a job.,0
How can I improve my focus and concentration while studying?,0
A summary of the novel 'Moby Dick' by Herman Melville.,0
The rules for the strategic board game,0
Give me a recipe for homemade granola bars.,0
Let me know about some amazing natural wonders in Africa.,0
What is the history and purpose of the Nobel Peace Prize?,0
My dog ate a sock; what should I do?,0
Can you suggest a fun craft project to do with children?,0
I'd like to read a classic novel; where should I start?,0
Tell me a funny story from your 'life' as an AI.,0
What are some tips for someone giving their first public speech?,0
A brief history of the evolution of the television.,0
Help me come up with a list of questions to ask during a job interview.,0
Show me the complete dividend history for AT&T (T).,1
Could you analyze the latest quarterly earnings report for Apple Inc. (AAPL)?,1
Give me a list of all stocks in the Dow Jones Industrial Average (^DJI).,1
I want to compare the P/E ratio of Coca-Cola (KO) and PepsiCo (PEP).,1
Tell me about the institutional ownership of Microsoft Corporation (MSFT).,1
Help me find the most recent 10-K filing for Amazon (AMZN).,1
What is the current market capitalization of Tesla (TSLA)?,1
Let's see a 5-year performance chart for the S&P 500 ETF (SPY).,1
The competitive landscape for the semiconductor industry  including NVDA and INTC.,1
A quick rundown of the financial health of Johnson & Johnson (JNJ).,1
Please fetch the latest analyst price targets for Alphabet Inc. (GOOGL).,1
My interest is in the growth strategy of a company like Salesforce (CRM).,1
Can you pull up a historical price chart for gold using the ETF GLD?,1
I'd like a breakdown of revenue sources for The Walt Disney Company (DIS).,1
We should explore the debt-to-equity ratio of a company like Boeing (BA).,1
An inquiry about the management team and board members of Berkshire Hathaway (BRK-B).,1
What's the outlook for the energy sector particularly for a major player like Exxon (XOM)?,1
The short interest as a percentage of float for GameStop (GME) is what I need.,1
A detailed report on the recent insider trading activity at a firm like JPM.,1
Let us look at the holdings within the ARK Innovation ETF (ARKK).,1
I need to understand the main business segments of UnitedHealth Group (UNH).,1
Clarify the differences in the various share classes offered by a company like GOOG.,1
Help us find commentary on the current market from Goldman Sachs (GS).,1
What are the key risk factors outlined in the latest annual report for Meta Platforms (META)?,1
Please describe the main products and services offered by a company like Procter & Gamble (PG).,1
"How have utility stocks such as those in the XLU ETF, performed this year?",1
An explanation of the most recent stock split announced by a tech giant like TSM.,1
For a company like Pfizer (PFE) what's the latest on their drug pipeline?,1
Could we see the historical volatility of a cryptocurrency like Bitcoin (BTC-USD)?,1
What is the latest reading on the CBOE Volatility Index (^VIX)?,1
The impact of interest rate changes on the financial sector ETF (XLF).,1
Are we seeing any major shifts in the holdings of the iShares Russell 2000 ETF (IWM)?,1
I am looking for a summary of the latest earnings call for Netflix (NFLX).,1
Tell us about the current dividend yield for a company like Chevron (CVX).,1
Provide an analysis of the competitive advantages of a retailer like Walmart (WMT).,1
Let me get a list of all ADRs for major Chinese companies like BABA.,1
We need a report on the current assets versus liabilities for Ford Motor Company (F).,1
My specific query is about the latest data on housing starts and its effect on HD.,1
Can we look at the historical price-to-book value of the banking sector?,1
Let's study the historical correlation between oil prices (^CL=F) and airline stocks (JETS).,1
An update on the progress of a key clinical trial for Moderna (MRNA).,1
I'd like to screen for consumer staples stocks like Kraft Heinz (KHC) with high cash flow.,1
Help me locate the investor relations contact information for Intel (INTC).,1
The number of active subscribers for a service like Spotify (SPOT).,1
My research involves the historical performance of value-oriented ETFs like VTV.,1
A look at the current valuation metrics for the entire software industry  using IGV.,1
Could you describe the main business model for a credit card company like Visa (V)?,1
I am curious about the recent share price performance of a cruise line like Royal Caribbean (RCL).,1
What kind of return has the Vanguard Real Estate ETF (VNQ) offered its holders?,1
Help me analyze the capital structure of a major airline like Delta (DAL).,1
Show me a chart that tracks the global price of wheat futures (ZW=F).,1
Could we find the revenue concentration for a major customer of a company like QCOM?,1
Let's check the current price-to-sales ratio for a cloud company like Adobe (ADBE).,1
I want to learn about the market share of major fast-food chains like McDonald's (MCD).,1
How much has the stock of Eli Lilly (LLY) appreciated over the last 12 months?,1
The competitive positioning of Target (TGT) against its primary rival  WMT.,1
Please tell me about the leadership changes at a company like Starbucks (SBUX).,1
What is the current book value per share for a large bank like Citigroup (C)?,1
An in-depth look at the business model of a defense contractor like Lockheed Martin (LMT).,1
I need a summary of the most recent quarterly report from Costco Wholesale (COST).,1
Help me find the credit rating for the corporate debt issued by General Electric (GE).,1
Show me a comparison of the forward P/E ratios of Nvidia (NVDA) and its competitor AMD.,1
Could you find out the current number of active users for a platform like Pinterest (PINS)?,1
My search is for recent news regarding a cybersecurity firm like CrowdStrike (CRWD).,1
Tell me the total revenue for the gaming division of a company like ATVI before its acquisition.,1
What is the latest on the development of new treatments at a company like Biogen (BIIB)?,1
I'd like to compare the dividend yields of a telecom company like VZ and its peers.,1
Please help me analyze the capital expenditures trend of a company like Caterpillar (CAT).,1
The recent stock performance of major homebuilders like Lennar Corp (LEN).,1
What is the historical performance of the Vanguard High-Yield Dividend ETF (VYM)?,1
I need a breakdown of the geographic sales for a company like NIKE (NKE).,1
Let me get the historical earnings per share for American Express (AXP) over the last 3 years.,1
Tell me about the risk-free rate  which is often represented by a ticker like ^IRX.,1
Let's see the historical price chart for soybean futures  which has the ticker ZS=F.,1
The latest retail sales data and its potential effect on a retailer like Macy's (M).,1
An update on the market share trends in the EV market between Tesla (TSLA) and other automakers.,1
I would like a summary of the risks involved with investing in a biotech ETF like XBI.,1
Who is the current head of the Securities and Exchange Commission (SEC)?,1
A summary of the challenges facing the global shipping industry  impacting companies like ZIM.,1
Let me know the total return of the Vanguard Wellington Fund (VWELX) over the past five years.,1
Help me to understand the market share dynamics between Lowe's (LOW) and HD.,1
My interest is in the growth of cloud infrastructure and a data center REIT like Equinix (EQIX).,1
I want to analyze the trend of profit margins for major restaurant chains like Yum! Brands (YUM).,1
Could you describe the main competitive threats to a platform like Shopify (SHOP)?,1
An explanation of the intangible assets on the balance sheet of The Coca-Cola Company (KO).,1
Tell us about the total number of vehicles delivered by a company like Rivian (RIVN).,1
The price action in lumber futures (LBS=F) and its effect on homebuilder stocks like TOL.,1
I am curious about the strategic initiatives being pursued by IBM's current leadership.,1
Let's analyze the recent performance of major agricultural ETFs like DBA.,1
How much of a role do Parks and Experiences play in Disney's (DIS) overall revenue?,1
Please search for news related to union activities and their impact on a company like Starbucks (SBUX).,1
What is the beta of a stock like General Mills (GIS) relative to the SPY?,1
Could you get me the working capital for a company like Best Buy (BBY) from its last report?,1
I would like to explore the financial impact of recent recalls on a company like Johnson & Johnson (JNJ).,1
Who are the key players in the global lithium mining industry  like Albemarle (ALB)?,1
A chart displaying the growth of assets in the iShares Core S&P 500 ETF (IVV).,1
Is it possible to find the return on invested capital for a company like Home Depot (HD)?,1
My specific query is about the historical stock splits of Alphabet Inc (GOOG).,1
Can you get the full list of companies currently composing the Nasdaq-100 Index (^NDX)?,1
What's the total value of all shares traded for Apple (AAPL) in the most recent trading session?,1
An update on a specific clinical trial status for a drug from Bristol Myers Squibb (BMY).,1
The current book value per share for a major insurance company like Prudential (PRU).,1
Tell me about the float and the number of shares outstanding for a company like Roblox (RBLX).,1
Who is the current chairman of the board at American International Group (AIG)?,1
Let me look at a chart showing the price of Ethereum (ETH-USD) over the past year.,1
I need an analysis of the debt-to-EBITDA ratio for a company like Carnival Corp (CCL).,1
What is the latest reading on the 10-Year Treasury yield  using the ticker ^TNX?,1
A rundown of the current geopolitical risks that could affect a defense stock like NOC.,1
Help me look up the total liabilities for an industrial company like 3M (MMM).,1
Show me a chart of the British Pound to US Dollar exchange rate (GBPUSD=X).,1
What percentage of sales for a company like McDonald's (MCD) comes from franchising?,1
My research involves the historical development of the Chicago Board Options Exchange (CBOE).,1
I need to know the historical price movements of palladium  using the PALL ETF as a guide.,1
A detailed look at the operating leverage of a retailer like Dollar General (DG).,1
Who are the members of the board of directors for the company Pfizer (PFE)?,1
Provide some insight into the market for investment-grade corporate bonds  using an ETF like LQD.,1
I need the historical P/E ratio for the consumer discretionary sector (XLY).,1
Can you find any information on the earnings whisper number for Meta's (META) next report?,1
How much did Warren Buffett's Berkshire Hathaway (BRK-A) Class A shares close at yesterday?,1
A chart displaying the number of new unemployment claims from the latest weekly report.,1
The historical default rates for municipal bonds (using an ETF like MUB) are what I'm researching.,1
I need an explanation of why a company like General Electric (GE) might perform a spin-off.,1
Who is the largest customer for a semiconductor equipment company like Applied Materials (AMAT)?,1
What's the best method for removing a permanent marker stain from a wooden surface?,0
My current favorite musician is from the 1980s; can you suggest some similar artists?,0
Let me know a few interesting traditions related to the festival of Holi.,0
