text,intent
Find the date of the next FOMC meeting.,shows_info
A rundown of the key metrics for UnitedHealth Group.,shows_info
I am searching for the CUSIP number for a specific bond.,shows_info
Provide the latest press release from Intel.,shows_info
Display a candlestick chart for AMD for the last three months.,shows_info
We want to see the latest 10-K filing for Netflix.,shows_info
How many employees does Walmart have worldwide?,shows_info
Look up the beta for Home Depot's stock.,shows_info
Who are the primary institutional investors in Chevron?,shows_info
What was the stock's closing price for IBM yesterday?,shows_info
Let's pull up the dividend history for Procter & Gamble.,shows_info
The current price of West Texas Intermediate (WTI) crude oil.,shows_info
Is there a dividend for the QQQ Invesco ETF?,shows_info
Who is on the executive team at Salesforce (CRM)?,shows_info
Any details on recent stock buybacks from Apple?,shows_info
My inquiry is about the current short interest in GameStop.,shows_info
Locate the average analyst price target for Amazon.,shows_info
How is the stock of Eli Lilly (LLY) performing year-to-date?,shows_info
Show us the historical volatility of the SPY ETF.,shows_info
I need to find the headquarters location of TSMC.,shows_info
We could use a summary of the business model of Visa.,shows_info
Information regarding the ex-dividend date of a REIT like O.,shows_info
How did the Nikkei 225 index perform overnight?,shows_info
Let us examine the open interest in a specific Tesla options contract.,shows_info
Could you provide a breakdown of Costco's revenue sources?,shows_info
Do you have access to the earnings call transcript for Meta?,shows_info
I require the total assets under management for Vanguard.,shows_info
A quick check on the return on equity (ROE) for Microsoft.,shows_info
What's the story with the latest inflation (CPI) report?,shows_info
Look into the latest developments at OpenAI and its partners.,shows_info
Can you display the components of the Russell 2000 index?,shows_info
Please list the main products and services of 3M Company.,shows_info
Do we know the current market share of AMD in the server chip market?,shows_info
A summary of Warren Buffett's latest letter to shareholders.,shows_info
How much cash and cash equivalents does Google currently hold?,shows_info
Can you confirm the ticker symbol for Ford Motor Company?,shows_info
The stock price history for General Electric over the last decade.,shows_info
Information about the corporate structure of Johnson & Johnson.,shows_info
Show me all insider transactions for NVIDIA in the last 6 months.,shows_info
Fetch me a profile of the company Adobe Inc.,shows_info
How are the main stock indices in Europe performing today?,shows_info
What kind of dividend does McDonald's (MCD) pay?,shows_info
List the subsidiaries that operate under the Berkshire Hathaway umbrella.,shows_info
What is the latest news regarding Boeing's production rates?,shows_info
How much is my profit if I sell my 50 shares of Apple at $190?,calculate
"Work out the tax implications of a $10,000 long-term capital gain.",calculate
"Run the numbers to see how much $5,000 would be worth after 10 years at 7%.",calculate
What would be the total cost to acquire 150 shares of SPY at today's price?,calculate
"My initial $15,000 portfolio is now worth $13,500, what is the loss percentage?",calculate
Just compute the new share price of a $120 stock after a 3-for-1 split.,calculate
Help me determine the break-even point on a put option I bought.,calculate
"A stock went from $200 to $225, please figure out the percent gain.",calculate
"Let's calculate the total dividend income from 1,000 shares of T.",calculate
"If my portfolio drops 5%, how much money have I lost in dollar terms?",calculate
The value of my 401(k) needs to be projected out over the next 20 years.,calculate
"Show me the math on how many VTI shares I can buy with $1,500.",calculate
Figure out my weighted average cost basis for my MSFT shares.,calculate
"An investment that returned 10% on a $50,000 principal equals what amount?",calculate
What's the value of 5 bitcoin and 30 ether at current market prices?,calculate
"Let me know the total if I have 20 AMZN, 10 GOOGL, and 50 F shares.",calculate
"If inflation is 3.5%, what is the real return on an 8% investment?",calculate
Can you estimate the future value of a $500 monthly investment over 30 years?,calculate
"A company's market cap is what, if they have 2B shares at $150 each?",calculate
Let me see the total amount I'd get back if I sold 100 META shares now.,calculate
"How much is the final payout on a $1,000 bond with a 4.5% coupon?",calculate
Show the simple moving average over the last 50 days for QQQ.,calculate
"I sold stock for $8,000 that I bought for $5,500; what is my gain?",calculate
Find the dollar change between yesterday's close and today's open for NVDA.,calculate
Can we determine the total fees I've paid with a 0.15% expense ratio fund?,calculate
My assets are $500k and liabilities are $120k; what is my net worth?,calculate
The yield on a stock priced at $40 that pays a $1.60 annual dividend.,calculate
"I'm shorting 100 shares at $25. If it goes to $30, what's my unrealized loss?",calculate
"To double my money in 10 years, what annual rate of return do I need?",calculate
How many more years until my $100k savings reach $250k at 6% annually?,calculate
Can we work out the intrinsic value of this company using a DCF model?,calculate
The percentage of my portfolio that is currently allocated to cash.,calculate
"A home valued at $500,000 with a 20% down payment means my loan is what?",calculate
Figure the year-over-year revenue growth for a company like Salesforce.,calculate
Tell me the book value per share for a bank like JPMorgan Chase.,calculate
What is the effect of making one extra mortgage payment per year?,calculate
"I have $10,000 to invest; how many shares of a $75 stock can I get?",calculate
The total amount paid in commissions if I made 100 trades at $0.65 each.,calculate
Let's see the math on the Sharpe ratio for my current investment mix.,calculate
What is the compounded value of an inheritance over 15 years?,calculate
"A quick calculation of a 15% gain on my $80,000 portfolio.",calculate
"What is my hourly wage if my annual salary is $75,000?",calculate
Find the total dividend payout for a company with this many shares.,calculate
Can you do the math for a debt-to-income ratio for me?,calculate
Show me what my portfolio's beta means for its volatility.,calculate
"How many years would it take to pay off a $20,000 loan?",calculate
I have a rental property that nets $800 a month; what's the annual return?,calculate
Can you show me what a 0.25% Fed rate hike means for bond prices?,calculate
Let's work through an example of calculating the PEG ratio.,calculate
A price change from $32 to $35 is what percentage increase?,calculate
"Just how much would my taxes be reduced by a $3,000 capital loss?",calculate
The cost basis for my employee stock purchase plan shares needs to be found.,calculate
"If a stock yields 3.5%, how much do I need to invest for $1000/year?",calculate
A projection of my total student loan payments including interest.,calculate
My crypto wallet value went up 12% today; what's that in dollars?,calculate
How many fewer payments are there on a 15-year loan vs a 30-year?,calculate
"The total interest paid over the life of a $400,000 mortgage at 6%.",calculate
"If I add $2,000 to my account, what will the new total be?",calculate
What is the return on equity given these income and equity figures?,calculate
An option's premium decay over the next 30 days can be estimated how?,calculate
Tell me my portfolio's alpha if it returned 12% and the market returned 9%.,calculate
What is my profit if I bought a house for $250k and sold for $310k?,calculate
"A stock's dividend has grown by 8% annually, what's its future value?",calculate
Can you find my unrealized gain/loss on my international ETF holding?,calculate
"Just the numbers, what's a 1% gain on the S&P 500's current value?",calculate
What would I need to save each month to have $1M in 40 years?,calculate
"A total return calculation for my bond fund, including coupon payments.",calculate
Let me understand how an interest rate change affects my savings account.,calculate
"If I want to retire with $2.5 million, how am I tracking towards that goal?",calculate
"A comparison of my income now versus five years ago, after inflation.",calculate
What would the dividend be from 500 shares of Johnson & Johnson?,calculate
Find the net profit margin for a company with these revenue and cost figures.,calculate
The price of a product with a 40% markup on a $100 cost.,calculate
I sold something on eBay for $50; what's my profit after a 12% fee?,calculate
My phone bill is $80/month; what is the total annual cost?,calculate
"The final amount after a 2% cash back reward on $1,200 of purchases.",calculate
Let's look at the performance of AMD compared to Intel over the last year.,compare
"Between Coca-Cola and PepsiCo, which has demonstrated stronger dividend growth?",compare
A side-by-side view of the expense ratios for the VOO and SPY ETFs.,compare
Stack up the business models of UPS and FedEx; what are the core differences?,compare
Is gold a better hedge against inflation than Treasury Inflation-Protected Securities (TIPS)?,compare
One against the other: Amazon's AWS revenue growth versus Microsoft's Azure.,compare
"Which one has a more robust drug pipeline, Eli Lilly or Merck?",compare
The key distinctions between a Roth 401(k) and a traditional 401(k).,compare
"For a new investor, what are the pros and cons of individual stocks vs index funds?",compare
Show me a chart that puts the Nasdaq 100's performance against the S&P 500.,compare
"When looking at financial stability, how does Delta Airlines fare against United?",compare
Let's examine the subscriber growth of Netflix next to Disney+.,compare
"In terms of market share, how do Visa and Mastercard stack up globally?",compare
Is it generally riskier to invest in small-cap or large-cap companies?,compare
Show the contrast between the balance sheets of Target and Costco.,compare
A valuation check: is Google's P/E ratio higher or lower than Meta's?,compare
"Which one holds more debt, Ford or General Motors?",compare
The main differences between the investment styles of growth and value investing.,compare
"Who has the better reputation for innovation, Tesla or Apple?",compare
"For income generation, let's contrast REITs with high-yield corporate bonds.",compare
What sets the business model of Shopify apart from its competitors?,compare
Putting the fundamentals of Lowe's up against The Home Depot.,compare
"In the cybersecurity space, who is the market leader, CrowdStrike or Palo Alto Networks?",compare
A look at the brand loyalty of Nike customers versus Adidas customers.,compare
"Which streaming device is more popular, Roku or Amazon Fire TV?",compare
The return on equity for Bank of America versus JPMorgan Chase.,compare
I'm weighing the benefits of an active fund manager against a passive ETF.,compare
Show a comparison of the debt levels of the major telecommunication companies.,compare
"Whose profit margins are higher, McDonald's or Yum! Brands?",compare
How do the holdings of a developed market ETF differ from an emerging market one?,compare
Let us analyze the cash flow generation of Exxon Mobil vs. Chevron.,compare
I want to see the performance of my own portfolio relative to a 60/40 benchmark.,compare
"Between Apple's iOS and Google's Android, which has a larger global market share?",compare
A fundamental matchup between two railroad companies: Union Pacific and CSX.,compare
"Who has a better long-term growth outlook, TSMC or Intel?",compare
"For a conservative investor, is it safer to own utility stocks or consumer staples?",compare
I want a breakdown of the pros and cons of buying vs. leasing a car.,compare
Show me the differences in strategy between Walmart's e-commerce and Amazon's.,compare
"In the gaming industry, how does Tencent's strategy compare to Microsoft's?",compare
Which asset class has performed better over the last decade: stocks or real estate?,compare
Let's put the user engagement metrics of Facebook against those of TikTok.,compare
"Who spends more on R&D as a percentage of revenue, Johnson & Johnson or Pfizer?",compare
How does the online advertising business of Google contrast with that of Meta?,compare
Let me see the market share for Nvidia's GPUs versus AMD's GPUs.,compare
"For diversification, what's more effective: adding commodities or international equity?",compare
"Which firm has a stronger balance sheet, Blackstone or KKR?",compare
The analyst ratings for a stock like Caterpillar compared to its industry peers.,compare
"I want to know which company is more profitable, Boeing or Airbus.",compare
How has the price of Bitcoin moved in relation to the Nasdaq 100?,compare
A quick contrast of the top 5 holdings in the DIA and the SPY.,compare
"In the luxury goods market, how does LVMH's brand portfolio compare to Kering's?",compare
"Which one is more exposed to currency fluctuations, a domestic or multinational company?",compare
The dividend sustainability of AT&T compared with Verizon's looks like what?,compare
Let me understand the strategic differences between CVS Health and Walgreens.,compare
"Who has a higher return on assets, Mastercard or American Express?",compare
"For cloud infrastructure, let's contrast the offerings of Oracle and IBM.",compare
How does the beta of a stock like Tesla compare to the overall market's beta?,compare
Show me the difference in mobile network quality between T-Mobile and Verizon.,compare
"Who is the leader in the customer relationship management (CRM) space, Salesforce or HubSpot?",compare
I am debating between a fixed-rate mortgage and an adjustable-rate one.,compare
Which retailer has seen more foot traffic recovery post-pandemic?,compare
A strategic review of Costco's model versus BJ's Wholesale Club.,compare
How do the political ad policies of Google differ from those of Meta?,compare
"In the world of package delivery, what makes DHL different from FedEx?",compare
Which video game publisher has more valuable intellectual property?,compare
Let's examine the financial leverage used by different private equity firms.,compare
A historical look at economic growth in the US versus the Eurozone.,compare
I want to see the evolution of market share in the web browser space.,compare
How does the user experience on an iPhone compare to a high-end Android device?,compare
A study of the supply chain logistics of Amazon versus those of Walmart.,compare
What differentiates the culture at Microsoft from the culture at Google?,compare
Which streaming music service has a better recommendation algorithm?,compare
What are the chances that we will enter a recession by next year?,predict
"Going forward, what is the growth potential for the cybersecurity industry?",predict
I'm worried that inflation will stay high; is that a probable scenario?,predict
"The odds of the Fed cutting interest rates seem low, do you have a take?",predict
Could we see another major stock market correction within six months?,predict
Any signs that the housing market will finally cool down?,predict
"Looking ahead, do you think renewable energy stocks will outperform fossil fuels?",predict
My prediction is that AI will be the biggest driver of the economy for a decade.,predict
What will be the most valuable company on the planet in 2035?,predict
"It's likely that a stock like Nvidia could see a major pullback, right?",predict
Do you foresee a time when cryptocurrencies are a mainstream investment?,predict
A strong holiday shopping season for retailers seems unlikely this year.,predict
Should I be optimistic about the stock market for the next five years?,predict
Any reason to believe that small-cap stocks will have their day soon?,predict
It feels to me like a good time to be cautious with new investments.,predict
How high can we realistically expect Tesla's stock to go?,predict
What are the prospects for the global economy over the next two years?,predict
"Is this the bottom for a stock like Peloton, or could it fall further?",predict
My best bet is that value will outperform growth for the rest of the year.,predict
Are we going to see continued consolidation in the media industry?,predict
"Given the geopolitical tensions, what is the outlook for defense stocks?",predict
I think there's a bubble in private market valuations.,predict
Should I expect my 401(k) to have a positive return this year?,predict
How might the upcoming election results shift market dynamics?,predict
Can we anticipate any major breakthroughs from biotech firms soon?,predict
It seems probable that the future of work will remain a hybrid model.,predict
How will aging populations in developed countries impact their economies?,predict
Do you believe this company will manage to beat its earnings estimates?,predict
A resolution to supply chain bottlenecks seems to be on the horizon.,predict
What is the probability of a major new competitor emerging for Amazon?,predict
Is my current retirement savings strategy aggressive enough for my goals?,predict
Could a company like Apple become the first $5 trillion company?,predict
Will the trend of deglobalization continue to accelerate?,predict
I'm concerned about the long-term solvency of the Social Security system.,predict
A shift away from traditional banking toward FinTech seems inevitable.,predict
What is the general sentiment among analysts for the energy sector?,predict
My gut feeling says to stay away from the stock market for now.,predict
The bull case for investing in India for the next decade is strong.,predict
How could a carbon tax impact the profitability of certain industries?,predict
Do you foresee any antitrust action against big tech companies?,predict
It is very possible that interest rates will be higher for longer.,predict
Is it too late to invest in the artificial intelligence trend?,predict
A turnaround for the commercial real estate market seems years away.,predict
How is climate change likely to affect agricultural commodity prices?,predict
Could we see a day when the US dollar is no longer the world's reserve currency?,predict
What's your take on the future of space exploration as an industry?,predict
A significant increase in IPOs might happen next year if the market is calm.,predict
What do you think is the fair valuation for a startup like that?,predict
The future of autonomous driving and its impact on automakers is my interest.,predict
I think we're on the verge of the next major technological revolution.,predict
Are bank stocks a safe haven in the current economic environment?,predict
"If I hold this stock for 10 years, what's a realistic expectation for return?",predict
What catalysts could propel the market to new highs?,predict
I'm selling my house; should I wait for prices to go up even more?,predict
My best guess is that the CEO's departure will hurt the stock price.,predict
Can we expect wages to continue to grow faster than inflation?,predict
I'm betting on a strong recovery for the travel industry next summer.,predict
The long-term outlook for healthcare innovation seems very bright.,predict
Any chance this pharmaceutical company's key drug patent gets extended?,predict
"What could be the next ""black swan"" event to disrupt the markets?",predict
A revival of nuclear energy seems to be gaining momentum.,predict
I feel like the market is currently overvalued; is that a fair assessment?,predict
Is there potential for a hostile takeover of this company?,predict
What are the potential future applications of CRISPR gene-editing technology?,predict
It would seem that the video game industry will continue its strong growth.,predict
How could a new social media platform disrupt the dominance of Meta and TikTok?,predict
A prediction for the total number of electric vehicles on the road by 2040.,predict
What's the possibility of a four-day work week becoming the standard?,predict
Will dividend investing become more popular if market volatility persists?,predict
Could a universal basic income ever become a reality in the US?,predict
I believe my child's college savings plan is on track for their future needs.,predict
The future impact of 3D printing on manufacturing could be transformative.,predict
What are some potential risks that could derail the current bull market?,predict
I'm trying to decide if I should refinance my mortgage now or wait.,predict
Is it plausible that another pandemic could occur in our lifetime?,predict
What major trends do you see shaping the world in the next 20 years?,predict
Could vertical farming become a major solution to food security?,predict
My expectation is that remote work will continue to grow in popularity.,predict
What's the potential for blockchain technology beyond just cryptocurrencies?,predict
I'm looking for an opinion on whether I should pay off my student loans early.,predict
text,intent
Could you pull up the latest quarterly earnings transcript for Oracle (ORCL)?,shows_info
Help me understand the current dividend yield for Johnson & Johnson (JNJ).,shows_info
I need to find out who the current CFO of The Coca-Cola Company (KO) is.,shows_info
"Let’s see the historical stock split data for Amazon.com, Inc. (AMZN).",shows_info
Tell me about the main competitors for Pfizer Inc. (PFE) in the market.,shows_info
"What's the primary business model of Netflix, Inc. (NFLX)? I need details.",shows_info
Show me a summary of the most recent 10-K filing from Walmart Inc. (WMT).,shows_info
Find the institutional ownership percentage for Exxon Mobil Corporation (XOM).,shows_info
What are the main products and services offered by Adobe Inc. (ADBE)?,shows_info
I'm curious about the debt-to-equity ratio history for Boeing (BA).,shows_info
Unpack the details of the latest insider trading for Salesforce (CRM).,shows_info
Give me the backstory on the founding of Goldman Sachs (GS).,shows_info
Could I get a list of all subsidiaries owned by Berkshire Hathaway (BRK-B)?,shows_info
"Tell the story of how Tesla, Inc. (TSLA) became a major auto manufacturer.",shows_info
Show me all the recent news articles related to crude oil futures (CL=F).,shows_info
Can you detail the components of the Dow Jones Industrial Average (^DJI)?,shows_info
Find information regarding the last dividend payout for Procter & Gamble (PG).,shows_info
What is the management team at JPMorgan Chase & Co. (JPM) looking like?,shows_info
Let me see a chart of the daily volume for the S&P 500 ETF (SPY) this month.,shows_info
Describe the main sources of revenue for Alphabet Inc. (GOOGL).,shows_info
"Details about the all-time high price for Bitcoin (BTC-USD), please.",shows_info
Can you show the trading volume for GameStop (GME) over the past six months?,shows_info
I'm looking for the market sentiment around Advanced Micro Devices (AMD).,shows_info
Would you please outline the risk factors mentioned in Nike's (NKE) annual report?,shows_info
What were the key takeaways from the last NVIDIA (NVDA) investor call?,shows_info
Dig up some information on the ESG rating for Microsoft Corporation (MSFT).,shows_info
Present a breakdown of Intel Corporation's (INTC) revenue by segment.,shows_info
Who are the key executives at Verizon Communications (VZ)?,shows_info
Share some background information on the investment firm BlackRock (BLK).,shows_info
What does the latest short interest data on AMC Entertainment (AMC) suggest?,shows_info
Find me the current headquarters location for Caterpillar Inc. (CAT).,shows_info
How has the price of gold (GC=F) trended over the last decade?,shows_info
Show all available financial statements for UnitedHealth Group (UNH).,shows_info
Explain the investment strategy of the Vanguard Total Stock Market ETF (VTI).,shows_info
Can you give me an overview of the Euro to USD exchange rate (EURUSD=X) history?,shows_info
Find a list of board members for Home Depot (HD).,shows_info
What were the founding principles of The Walt Disney Company (DIS)?,shows_info
Give me the latest P/E ratio for Costco Wholesale Corporation (COST).,shows_info
"Uncover the IPO date and price for Meta Platforms, Inc. (META).",shows_info
I would like to review the cash flow statement for Cisco Systems (CSCO).,shows_info
Let us review the historical performance of the Nasdaq 100 (^NDX).,shows_info
Is there any recent M&A news involving Broadcom Inc. (AVGO)?,shows_info
Can I please get the mission statement of Starbucks Corporation (SBUX)?,shows_info
What is the current assets vs liabilities situation for AT&T (T)?,shows_info
Give some context on the volatility of the Russell 2000 Index (^RUT).,shows_info
Please find the ticker for the CBOE Volatility Index.,shows_info
Let me know about any recent stock buybacks from IBM (IBM).,shows_info
What’s the market cap for McDonald's Corporation (MCD)?,shows_info
Explain what the Invesco QQQ Trust (QQQ) tracks.,shows_info
Give an overview of the Chinese Yuan to USD exchange rate (CNYUSD=X).,shows_info
"About the corporate structure of PepsiCo, Inc. (PEP)... can you elaborate?",shows_info
Checking on the details of the last General Electric (GE) earnings call.,shows_info
I want a quick rundown on the business operations of Visa Inc. (V).,shows_info
Is it possible to see the analyst ratings for Chevron Corporation (CVX)?,shows_info
Provide some context on the creation of Ethereum (ETH-USD).,shows_info
Looking for a list of patents recently filed by Qualcomm (QCOM).,shows_info
Who is the largest shareholder of Wells Fargo & Company (WFC)?,shows_info
The business segments of 3M Company (MMM) are what I need to see.,shows_info
"For the Japanese Yen (JPY=X), what are its main drivers?",shows_info
Dig into the financials of Texas Instruments (TXN) for me.,shows_info
Show me any significant news regarding Morgan Stanley (MS) this week.,shows_info
Could you fetch the latest SEC filings for American Express (AXP)?,shows_info
I require the profile of the CEO of Target Corporation (TGT).,shows_info
Let's check the financial health of General Motors (GM).,shows_info
I want to see the performance of Moderna (MRNA) since its IPO.,shows_info
Can you elaborate on the fund philosophy of ARK Innovation ETF (ARKK)?,shows_info
Display the major holdings of the iShares Russell 2000 ETF (IWM).,shows_info
Could I see a breakdown of sales by region for Philip Morris (PM)?,shows_info
What is the corporate governance score for Johnson Controls (JCI)?,shows_info
Can you grab the mission and vision statement for NextEra Energy (NEE)?,shows_info
A history of dividend increases for Southern Company (SO) would be great.,shows_info
Pulling up the latest shareholder letter from Bank of America (BAC).,shows_info
Just give me the raw price history for the FTSE 100 index (^FTSE).,shows_info
The aum (assets under management) for SPDR Gold Trust (GLD) is what?,shows_info
What's the full name of the company with ticker ABBV?,shows_info
Tell about the different share classes for Ford Motor Company (F).,shows_info
Bring up any recent analyst reports on Lowe's Companies (LOW).,shows_info
Can I look at the balance sheet for Honeywell International (HON)?,shows_info
Please detail the recent executive changes at Citigroup (C).,shows_info
Could you give me the scoop on what happened with Shopify (SHOP) stock lately?,shows_info
How many employees does United Parcel Service (UPS) currently have?,shows_info
I wish to see the corporate timeline for Lockheed Martin (LMT).,shows_info
Share details about the product pipeline of Gilead Sciences (GILD).,shows_info
Can you tell me which exchange ServiceNow (NOW) is listed on?,shows_info
What's the expense ratio for the Vanguard S&P 500 ETF (VOO)?,shows_info
Please show me the long-term debt trend for Altria Group (MO).,shows_info
Looking up the history of stock buybacks at Bristol Myers Squibb (BMY).,shows_info
Could I view the credit rating for a company like Dominion Energy (D)?,shows_info
Tell what the key holdings are for the iShares MSCI EAFE ETF (EFA).,shows_info
I am interested in the operating margin history of Amgen Inc. (AMGN).,shows_info
Would you be able to provide details on recent regulatory hurdles for Intuit (INTU)?,shows_info
A summary of recent press coverage for Square (SQ) is what I need.,shows_info
"About Raytheon Technologies (RTX), what are their main defense contracts?",shows_info
Could you please fetch the composition of the Hang Seng Index (^HSI)?,shows_info
Share some history on the price of silver futures (SI=F).,shows_info
Please let me see the insider transaction history for Micron Technology (MU).,shows_info
I am needing to know the size of the latest funding round for Palantir (PLTR).,shows_info
The main controversies surrounding a stock like Johnson & Johnson (JNJ) are...?,shows_info
Is the stock for Charter Communications (CHTR) a component of any major index?,shows_info
"For the company Mondelez International (MDLZ), what are its top brands?",shows_info
Who is on the board of directors for T-Mobile US (TMUS)?,shows_info
Please give me a run-down of the competitive landscape for CVS Health (CVS).,shows_info
I am trying to find the primary competitors for Cigna Corporation (CI).,shows_info
Let me check the details for the upcoming earnings date for Biogen (BIIB).,shows_info
Please show any info on the latest acquisitions made by Fiserv (FISV).,shows_info
I'd like to get an overview of the global presence of Caterpillar Inc. (CAT).,shows_info
A description of the risk tolerance for the Schwab U.S. Dividend Equity ETF (SCHD).,shows_info
"I'll need the details of any recent litigation involving Becton, Dickinson (BDX).",shows_info
The aum history for the Financial Select Sector SPDR Fund (XLF) would be useful.,shows_info
Are there any notable activist investors in ADP (ADP)?,shows_info
Quick question: what year was American Tower Corporation (AMT) founded?,shows_info
Kindly provide a list of top customers for Lam Research (LRCX).,shows_info
I might need to see the revenue growth over 5 years for Edwards Lifesciences (EW).,shows_info
You can show me the total assets for Prologis (PLD).,shows_info
"I wonder about the ethical policies of Equinix, Inc. (EQIX).",shows_info
Any news on product developments at Intuitive Surgical (ISRG)?,shows_info
Check for me the date of the next dividend payment for Crown Castle (CCI).,shows_info
Just the facts on the market share of Ecolab (ECL).,shows_info
Maybe show me the ESG score history for Emerson Electric (EMR).,shows_info
"Okay, give me the current list of analyst recommendations for Estée Lauder (EL).",shows_info
Details needed on the latest strategic partnerships of General Dynamics (GD).,shows_info
"If possible, I'd like to know about the patent portfolio of HCA Healthcare (HCA).",shows_info
Could you lay out the main growth drivers for Illinois Tool Works (ITW)?,shows_info
"Right now, what's the market cap for TJX Companies (TJX)?",shows_info
A chart showing the price of Natural Gas futures (NG=F) for the last year.,shows_info
Get me details about the leadership team at Marathon Petroleum (MPC).,shows_info
Let us see the financial leverage ratios for Moody's Corporation (MCO).,shows_info
"In need of the revenue breakdown by geography for MetLife, Inc. (MET).",shows_info
"One moment, I need to see the net profit margin for Norfolk Southern (NSC).",shows_info
The number of outstanding shares for Northrop Grumman (NOC) is...?,shows_info
"Regarding Paychex (PAYX), who are its largest institutional holders?",shows_info
Fetch me the list of recent awards or recognitions for PPG Industries (PPG).,shows_info
Your info on the research and development expenses for Regeneron (REGN) is needed.,shows_info
Show info on the employee satisfaction ratings for Sempra Energy (SRE).,shows_info
I might want to see the key suppliers for Stryker Corporation (SYK).,shows_info
Then show me the global operational footprint of FedEx (FDX).,shows_info
Let’s see info about the brand portfolio of Yum! Brands (YUM).,shows_info
I think I need the history of the CEO's tenure at Zions Bancorporation (ZION).,shows_info
Tell me more about the technology stack used by Zoom Video (ZM).,shows_info
Bring me up to speed on the latest product recalls for Abbott Labs (ABT).,shows_info
Find me a brief on the market position of CME Group (CME).,shows_info
What are the terms of the latest debt issuance by Comcast (CMCSA)?,shows_info
"For ConocoPhillips (COP), could you show its production volume?",shows_info
"Info on the regulatory environment for Duke Energy (DUK), please.",shows_info
I must see the total return of the Dow (^DJI) over the past 20 years.,shows_info
The details of the sponsorship deals for Visa Inc. (V) would be interesting.,shows_info
What has the volume been like for Ethereum (ETH-USD) in the past day?,shows_info
Any background on the person who founded Interactive Brokers (IBKR)?,shows_info
Where is the company Kraft Heinz (KHC) incorporated?,shows_info
What kind of sustainability initiatives does Waste Management (WM) have?,shows_info
Can you pull up some data on the market share of Keurig Dr Pepper (KDP)?,shows_info
What about the current projects of the British Pound to USD pair (GBPUSD=X)?,shows_info
Could you get me the prospectus for the SPDR S&P 500 ETF Trust (SPY)?,shows_info
I want a profile on the current CEO of The Hershey Company (HSY).,shows_info
What do you know about the history of Goldman Sachs (GS)?,shows_info
Looking for any recent clinical trial news from Eli Lilly (LLY).,shows_info
Is there a page with the corporate history of American International Group (AIG)?,shows_info
Share some information on the asset allocation of the iShares Core S&P 500 ETF (IVV).,shows_info
Can I see a report on the cybersecurity measures at Equifax (EFX)?,shows_info
Please explain the various services offered by Global Payments (GPN).,shows_info
I need to know what exchange the stock for Kimberly-Clark (KMB) trades on.,shows_info
Could you please show the ownership structure of Marriott International (MAR)?,shows_info
The most recent annual report for Marsh & McLennan (MMC) is what I'm after.,shows_info
"Find for me, the key person risk as mentioned in the reports for Moody's (MCO).",shows_info
Tell me if there are any major upcoming capital expenditures for Otis (OTIS).,shows_info
"For Parker-Hannifin (PH), show me a breakdown of their industrial segments.",shows_info
Please dig up the R&D budget for Public Storage (PSA) for the last three years.,shows_info
Can you look up the current energy production capacity of Exelon (EXC)?,shows_info
A rundown of all the brand names under the Kraft Heinz (KHC) umbrella.,shows_info
Now show me the summary of the latest investor day presentation from Workday (WDAY).,shows_info
"For the record, what is the ticker for natural gas?",shows_info
Where can I find the shareholder agreement for Lululemon Athletica (LULU)?,shows_info
I would be interested to see the details of the Walgreens (WBA) loyalty program.,shows_info
"The total number of stores for Dollar General (DG), what is it?",shows_info
"For Cintas (CTAS), please provide details on their corporate culture.",shows_info
I'd love to see a list of recent partnerships for Block (SQ).,shows_info
The growth strategy as outlined by the CEO of Freeport-McMoRan (FCX) is...?,shows_info
Provide background info on the key people at KLA Corporation (KLAC).,shows_info
How about you get me the list of board members for Carrier Global (CARR)?,shows_info
The latest developments in the cloud division of Amazon (AMZN) would be useful.,shows_info
Can you present the key highlights of the last Apple (AAPL) event?,shows_info
Tell about some of the main products of Johnson & Johnson (JNJ).,shows_info
Who currently sits on the board of General Mills (GIS)?,shows_info
Show the revenue from the different business units of 3M (MMM).,shows_info
Please provide details on the supply chain of Nike (NKE).,shows_info
Are there any new products coming from Adobe (ADBE) soon?,shows_info
A quick check on the financial health of Delta Air Lines (DAL).,shows_info
What is the corporate slogan of American Express (AXP)?,shows_info
Can you please explain the loyalty program of Starbucks (SBUX)?,shows_info
Is there a page detailing the history of mergers for Exxon Mobil (XOM)?,shows_info
Find me a chart showing the user growth for Meta Platforms (META) over time.,shows_info
Get me the key points from the last Berkshire Hathaway (BRK-A) shareholder meeting.,shows_info
I'm curious about the ESG controversies related to Coca-Cola (KO).,shows_info
Could you just give me a list of all products made by Procter & Gamble (PG)?,shows_info
Where does the majority of Intel's (INTC) research and development happen?,shows_info
I require an overview of the legal challenges facing AT&T (T) right now.,shows_info
Let me get a glimpse of the real estate holdings of McDonald's (MCD).,shows_info
I wanna know what the main business of UnitedHealth Group (UNH) is.,shows_info
Are we able to see the growth numbers for the Azure division of Microsoft (MSFT)?,shows_info
Can you give me a sense of the scale of operations for UPS (UPS)?,shows_info
Just the details on the latest drug approvals for Merck & Co. (MRK).,shows_info
"For context, what are the primary markets for sales for Caterpillar (CAT)?",shows_info
Let us have a look at the historical data for the VIX (^VIX).,shows_info
"Quickly, show me the main revenue streams for The Walt Disney Company (DIS).",shows_info
Can you list the countries where Walmart (WMT) operates?,shows_info
In what year was Johnson & Johnson (JNJ) founded?,shows_info
